trigger_name,name          ,lii     ,bii     ,trigger_type
bn150626781 ,TRANSNT1506267, 73.1194, -2.0911,TRANSNT     
bn150626788 ,TRANSNT1506267, 73.1194, -2.0911,TRANSNT     
bn150626822 ,TRANSNT1506268, 73.1194, -2.0911,TRANSNT     
bn150626837 ,TRANSNT1506268, 73.1194, -2.0911,TRANSNT     
bn150626844 ,TRANSNT1506268, 73.1194, -2.0911,TRANSNT     
bn150626851 ,TRANSNT1506268, 73.1194, -2.0911,TRANSNT     
bn150626888 ,TRANSNT1506268, 73.1194, -2.0911,TRANSNT     
bn150626896 ,TRANSNT1506268, 73.1194, -2.0911,TRANSNT     
bn150626903 ,TRANSNT1506269, 73.1194, -2.0911,TRANSNT     
bn150626910 ,TRANSNT1506269, 73.1194, -2.0911,TRANSNT     
bn150626918 ,TRANSNT1506269, 73.1194, -2.0911,TRANSNT     
bn150626957 ,TRANSNT1506269, 73.1194, -2.0911,TRANSNT     
bn150626971 ,TRANSNT1506269, 73.1194, -2.0911,TRANSNT     
bn150626979 ,TRANSNT1506269, 73.1194, -2.0911,TRANSNT     
bn150626989 ,TRANSNT1506269, 73.1194, -2.0911,TRANSNT     
bn150625530 ,TRANSNT1506255, 73.1194, -2.0911,TRANSNT     
bn150627023 ,TRANSNT1506270, 73.1194, -2.0911,TRANSNT     
bn150627030 ,TRANSNT1506270, 73.1194, -2.0911,TRANSNT     
bn150627038 ,TRANSNT1506270, 73.1194, -2.0911,TRANSNT     
bn150627054 ,TRANSNT1506270, 73.1194, -2.0911,TRANSNT     
bn150627082 ,TRANSNT1506270, 73.1194, -2.0911,TRANSNT     
bn150627091 ,TRANSNT1506270, 73.1194, -2.0911,TRANSNT     
bn150627101 ,TRANSNT1506271, 73.1194, -2.0911,TRANSNT     
bn150627162 ,TRANSNT1506271, 73.1194, -2.0911,TRANSNT     
bn150627978 ,TRANSNT1506279, 73.1194, -2.0911,TRANSNT     
bn150626685 ,TRANSNT1506266, 73.1194, -2.0911,TRANSNT     
bn150626829 ,TRANSNT1506268, 73.1194, -2.0911,TRANSNT     
bn150627047 ,TRANSNT1506270, 73.1194, -2.0911,TRANSNT     
bn151221730 ,TRANSNT1512217, 73.1194, -2.0911,TRANSNT     
bn151231687 ,TRANSNT1512316, 73.1194, -2.0911,TRANSNT     
bn151231721 ,TRANSNT1512317, 73.1194, -2.0911,TRANSNT     
bn151231777 ,TRANSNT1512317, 73.1194, -2.0911,TRANSNT     
bn150616855 ,TRANSNT1506168, 73.1230, -2.0926,TRANSNT     
bn150616921 ,TRANSNT1506169, 73.1230, -2.0926,TRANSNT     
bn150618710 ,TRANSNT1506187, 73.1230, -2.0926,TRANSNT     
bn150618763 ,TRANSNT1506187, 73.1230, -2.0926,TRANSNT     
bn131108024 ,GRB131108024  ,105.1434,-26.3167,GRB         
bn160830467 ,UNCERT16083046, 82.7564, 80.9047,UNCERT      
bn150419900 ,LOCLPAR1504199, 55.1894, 43.2618,LOCLPAR     
bn131127696 ,GRB131127696  , 55.0764, 43.9766,GRB         
bn110913256 ,LOCLPAR1109132,182.8383, 16.6563,LOCLPAR     
bn110409251 ,UNCERT11040925,127.8218,-28.6919,UNCERT      
bn150120123 ,GRB150120123  ,120.5275,-28.8295,GRB         
bn100225703 ,GRB100225703  ,191.4652, 51.0026,GRB         
bn171024210 ,TGF171024210  ,191.4014, 50.2493,TGF         
bn140826314 ,TGF140826314  ,122.7022,-28.8380,TGF         
bn160605928 ,LOCLPAR1606059, 79.1993, -9.4308,LOCLPAR     
bn090802235 ,GRB090802235  ,174.6901,  1.2232,GRB         
bn090126227 ,GRB090126227  ,146.3293, 82.3516,GRB         
bn131015810 ,LOCLPAR1310158,125.3290,-28.6911,LOCLPAR     
bn150623535 ,LOCLPAR1506235,191.0244, 59.8095,LOCLPAR     
bn170804911 ,GRB170804911  , 58.0359, 31.8074,GRB         
bn100805300 ,GRB100805300  ,132.2355,-27.9624,GRB         
bn170925611 ,LOCLPAR1709256, 82.3171,-12.3838,LOCLPAR     
bn110710577 ,LOCLPAR1107105, 54.9902, 59.4609,LOCLPAR     
bn131205428 ,UNCERT13120542,116.2318, 82.8424,UNCERT      
bn150928359 ,GRB150928359  ,174.3186,  0.9205,GRB         
bn110501663 ,TGF110501663  ,123.3154,-28.6205,TGF         
bn160308880 ,LOCLPAR1603088,175.6414, 77.3436,LOCLPAR     
bn110311812 ,GRB110311812  ,186.0186, 26.3505,GRB         
bn110928180 ,GRB110928180  ,191.0827, 55.5483,GRB         
bn180610791 ,GRB180610791  , 74.7431, -3.6009,GRB         
bn111231622 ,GRB111231622  ,190.9531, 57.2900,GRB         
bn170322636 ,LOCLPAR1703226,187.3853, 31.1950,LOCLPAR     
bn140519043 ,GRB140519043  , 62.8914, 18.2931,GRB         
bn150614611 ,LOCLPAR1506146, 65.1058, 74.5615,LOCLPAR     
bn150916581 ,LOCLPAR1509165, 66.5908, 10.1148,LOCLPAR     
bn101224614 ,GRB101224614  , 66.9184,  9.4834,GRB         
bn180309322 ,GRB180309322  ,159.6628, 80.6219,GRB         
bn160806559 ,LOCLPAR1608065, 55.2365, 57.3450,LOCLPAR     
bn150502589 ,LOCLPAR1505025,190.1244, 45.0227,LOCLPAR     
bn150716928 ,LOCLPAR1507169,124.6859,-28.3295,LOCLPAR     
bn160721806 ,GRB160721806  ,145.5695,-23.8661,GRB         
bn080916547 ,LOCLPAR0809165, 68.6302,  6.3957,LOCLPAR     
bn120321986 ,LOCLPAR1203219, 63.4431, 17.2765,LOCLPAR     
bn091214495 ,TGF091214495  ,181.4503, 15.0307,TGF         
bn110813237 ,GRB110813237  ,162.1538,-13.1873,GRB         
bn120612680 ,GRB120612680  , 62.1070, 72.0978,GRB         
bn110101506 ,GRB110101506  ,182.2586, 17.0109,GRB         
bn110506946 ,LOCLPAR1105069, 72.1739,  0.6122,LOCLPAR     
bn160607461 ,TGF160607461  , 89.3348, 80.8692,TGF         
bn171215705 ,GRB171215705  ,129.2670,-27.8059,GRB         
bn120703417 ,GRB120703417  ,166.8272, -8.1880,GRB         
bn160318342 ,GRB160318342  ,164.6802,-10.4931,GRB         
bn110712496 ,LOCLPAR1107124,144.8241, 81.6957,LOCLPAR     
bn120603464 ,LOCLPAR1206034,189.6125, 44.2034,LOCLPAR     
bn171003470 ,LOCLPAR1710034, 56.1262, 45.1462,LOCLPAR     
bn171107017 ,UNRELOC1711070, 79.5935, -8.6923,UNCERT      
bn140429975 ,GRB140429975  , 93.4709,-20.0649,GRB         
bn150711472 ,UNRELOC1507114, 68.7357,  6.9360,UNCERT      
bn150208929 ,GRB150208929  ,103.0239,-24.5272,GRB         
bn090207777 ,GRB090207777  , 57.3078, 38.8740,GRB         
bn170528148 ,BELOWHZ1705281,145.5869,-23.4407,UNCERT      
bn150908784 ,LOCLPAR1509087, 99.8509,-23.2403,LOCLPAR     
bn130518976 ,TGF130518976  , 56.0147, 48.7042,TGF         
bn170903534 ,GRB170903534  , 57.7173, 37.4048,GRB         
bn111024345 ,TGF111024345  , 56.5038, 44.5937,TGF         
bn160505549 ,LOCLPAR1605055,189.7541, 55.3085,LOCLPAR     
bn180515539 ,LOCLPAR1805155,188.9442, 60.2129,LOCLPAR     
bn140409111 ,TGF140409111  ,180.3018, 13.9593,TGF         
bn080916289 ,GALBIN08091628, 66.0975, 12.9077,GALBIN      
bn090322930 ,GALBIN09032293, 66.0975, 12.9077,GALBIN      
bn091208543 ,GALBIN09120854, 71.3335,  3.0662,GALBIN      
bn171124235 ,GRB171124235  , 91.4587,-18.3661,GRB         
bn131015674 ,LOCLPAR1310156,109.4505,-26.0609,LOCLPAR     
bn140826460 ,TGF140826460  , 66.2177, 12.7695,TGF         
bn110618964 ,LOCLPAR1106189,112.3387,-26.6480,LOCLPAR     
bn120520949 ,GRB120520949  ,151.2182,-20.2400,GRB         
bn150914598 ,LOCLPAR1509145, 67.7884,  9.6453,LOCLPAR     
bn170215307 ,UNCERT17021530,123.6746,-27.5338,UNCERT      
bn170930564 ,LOCLPAR1709305, 62.4965, 22.2408,LOCLPAR     
bn081003644 ,GRB081003644  , 59.0517, 33.8091,GRB         
bn090610648 ,GRB090610648  ,173.5101,  1.8467,GRB         
bn100928645 ,LOCLPAR1009286, 81.0523, -9.3500,LOCLPAR     
bn120120432 ,GRB120120432  ,188.0775, 40.3306,GRB         
bn140929256 ,TGF140929256  ,121.1180, 81.6404,TGF         
bn160503887 ,TGF160503887  ,189.0948, 49.8913,TGF         
bn100216422 ,GRB100216422  ,188.8754, 56.2391,GRB         
bn140526964 ,LOCLPAR1405269, 81.8712,-10.0996,LOCLPAR     
bn130623130 ,GRB130623130  ,113.2624, 81.4864,GRB         
bn180403455 ,TRANSNT1804034, 65.6039, 14.7927,TRANSNT     
bn160407673 ,GRB160407673  , 57.6740, 60.0056,GRB         
bn140813009 ,TGF140813009  , 85.6422,-13.5597,TGF         
bn170912872 ,UNCERT17091287, 73.5987,  0.1818,UNCERT      
bn160225385 ,UNCERT16022538,139.1631,-24.9721,UNCERT      
bn171222684 ,GRB171222684  ,188.8969, 51.3387,GRB         
bn150802581 ,LOCLPAR1508025, 57.0531, 48.6644,LOCLPAR     
bn150909708 ,LOCLPAR1509097, 92.3050,-18.4134,LOCLPAR     
bn150317654 ,LOCLPAR1503176,187.5073, 38.9379,LOCLPAR     
bn120902703 ,TGF120902703  ,188.7202, 52.1422,TGF         
bn170928607 ,GRB170928607  , 73.7668,  0.2724,GRB         
bn151205657 ,GRB151205657  , 57.7233, 57.9507,GRB         
bn110226989 ,GRB110226989  , 92.1557, 79.7704,GRB         
bn180514547 ,LOCLPAR1805145,187.0001, 62.2641,LOCLPAR     
bn140422840 ,TGF140422840  , 79.3895, 77.4835,TGF         
bn140827763 ,GRB140827763  ,187.0469, 37.1052,GRB         
bn170420534 ,LOCLPAR1704205,175.3853,  5.7387,LOCLPAR     
bn120430163 ,TGF120430163  ,188.3417, 55.6516,TGF         
bn110904124 ,GRB110904124  ,111.1073,-25.7593,GRB         
bn140610487 ,GRB140610487  , 93.5037, 79.7606,GRB         
bn150806478 ,LOCLPAR1508064, 80.8001, 77.5009,LOCLPAR     
bn130926289 ,TGF130926289  ,181.4829, 19.1554,TGF         
bn130623790 ,GRB130623790  ,181.4162, 19.0034,GRB         
bn180409346 ,GRB180409346  ,173.7286, 74.6688,GRB         
bn120701392 ,LOCLPAR1207013, 78.5877, 76.8246,LOCLPAR     
bn141005217 ,GRB141005217  , 68.7467,  9.5348,GRB         
bn151110680 ,TGF151110680  , 61.9592, 26.3051,TGF         
bn171213061 ,GRB171213061  ,188.0699, 53.0358,GRB         
bn171130749 ,UNRELOC1711307, 79.8660, -7.0376,UNCERT      
bn110512178 ,TGF110512178  , 57.7848, 49.5269,TGF         
bn160508290 ,GRB160508290  ,136.9668,-24.8589,GRB         
bn160804576 ,LOCLPAR1608045, 58.0411, 48.5618,LOCLPAR     
bn090203356 ,TGF090203356  ,144.6759,-22.2478,TGF         
bn110202888 ,TGF110202888  , 63.5547, 68.0288,TGF         
bn121125826 ,TGF121125826  ,170.9168, -0.4017,TGF         
bn110124784 ,GRB110124784  ,156.2034,-15.7210,GRB         
bn110710507 ,LOCLPAR1107105,105.3095, 80.2747,LOCLPAR     
bn110921577 ,GRB110921577  , 70.1237,  7.5294,GRB         
bn170805901 ,GRB170805901  , 58.3204, 46.0804,GRB         
bn150319498 ,DISTPAR1503194,170.6531, -0.5579,DISTPAR     
bn101217929 ,UNCERT10121792,185.9199, 61.1817,UNCERT      
bn110101202 ,GRB110101202  , 61.4078, 29.9704,GRB         
bn160317596 ,BELOWHZ1603175,183.3702, 26.4498,UNCERT      
bn121009647 ,LOCLPAR1210096,101.8791,-22.2204,LOCLPAR     
bn170328514 ,LOCLPAR1703285, 64.6121, 20.2765,LOCLPAR     
bn091003191 ,GRB091003191  , 59.3545, 40.0551,GRB         
bn151208533 ,TGF151208533  ,162.5956, -9.8825,TGF         
bn150420657 ,LOCLPAR1504206, 90.3539, 78.4485,LOCLPAR     
bn120916173 ,GRB120916173  , 77.1435, 75.4741,GRB         
bn090228976 ,GRB090228976  ,109.5146,-24.5764,GRB         
bn151222340 ,GRB151222340  ,107.4688,-24.0392,GRB         
bn150101270 ,GRB150101270  , 78.6534, -4.6543,GRB         
bn090726218 ,GRB090726218  , 58.7401, 48.9174,GRB         
bn100405414 ,UNCERT10040541,158.4393,-13.4716,UNCERT      
bn120702891 ,GRB120702891  , 59.8698, 59.0237,GRB         
bn120217808 ,GRB120217808  ,184.3992, 30.7889,GRB         
bn120830762 ,TGF120830762  , 66.6952, 15.5560,TGF         
bn081123874 ,TGF081123874  ,186.1969, 57.9049,TGF         
bn161013741 ,TGF161013741  ,171.3043,  1.0833,TGF         
bn150922462 ,LOCLPAR1509224, 58.9681, 51.0780,LOCLPAR     
bn140519764 ,TGF140519764  ,129.6815,-25.5385,TGF         
bn170911550 ,TGF170911550  ,176.1900,  9.6574,TGF         
bn101008697 ,GRB101008697  , 88.1636,-13.6581,GRB         
bn160816730 ,GRB160816730  , 84.2845,-10.1691,GRB         
bn081007224 ,UNCERT08100722, 79.1241, -4.5433,UNCERT      
bn091112928 ,GRB091112928  , 74.2307, 73.4801,GRB         
bn150717425 ,LOCLPAR1507174,180.6995, 20.6663,LOCLPAR     
bn151008198 ,TGF151008198  , 77.8872, 74.6995,TGF         
bn100621452 ,GRB100621452  ,179.0470, 16.7754,GRB         
bn110814918 ,TGF110814918  , 61.8869, 61.1184,TGF         
bn160818230 ,GRB160818230  ,182.8923, 63.3506,GRB         
bn160502599 ,TGF160502599  ,186.0934, 47.3293,TGF         
bn160622437 ,UNCERT16062243, 63.0733, 27.7583,UNCERT      
bn130913030 ,TGF130913030  , 67.5670, 15.3587,TGF         
bn141003214 ,UNCERT14100321,146.8827,-19.9477,UNCERT      
bn110110709 ,TGF110110709  ,127.9031,-25.0186,TGF         
bn150325696 ,GRB150325696  ,184.9312, 39.3453,GRB         
bn100219026 ,GRB100219026  , 89.9414,-14.1131,GRB         
bn161021007 ,TGF161021007  ,179.2856, 18.6714,TGF         
bn170414005 ,TGF170414005  ,100.5068,-20.3204,TGF         
bn141205337 ,GRB141205337  ,174.8595,  9.0884,GRB         
bn170614255 ,GRB170614255  ,164.9731, -5.4464,GRB         
bn151207713 ,UNRELOC1512077,165.9096, -4.3418,UNCERT      
bn150712960 ,LOCLPAR1507129,114.5340,-24.2532,LOCLPAR     
bn150826712 ,TGF150826712  ,180.5861, 22.7996,TGF         
bn160805498 ,LOCLPAR1608054, 73.8753, 71.6198,LOCLPAR     
bn141218514 ,TGF141218514  ,148.7478,-18.2790,TGF         
bn160628136 ,GRB160628136  ,172.7095,  5.8208,GRB         
bn110130230 ,GRB110130230  ,180.3000, 22.7940,GRB         
bn091209001 ,GRB091209001  , 62.7861, 32.8940,GRB         
bn160322552 ,LOCLPAR1603225,170.2938,  2.1831,LOCLPAR     
bn120509619 ,GRB120509619  ,112.8207, 78.6188,GRB         
bn150323395 ,GRB150323395  , 62.7308, 33.2948,GRB         
bn100517518 ,LOCLPAR1005175,181.6598, 61.8503,LOCLPAR     
bn091213945 ,TGF091213945  ,163.6002, -6.3020,TGF         
bn120913078 ,TGF120913078  ,181.9557, 60.7691,TGF         
bn140124527 ,GRB140124527  ,161.1218, -8.7245,GRB         
bn100728481 ,UNCERT10072848,153.3727,-15.0156,UNCERT      
bn121125469 ,GRB121125469  ,167.4150, 72.8359,GRB         
bn160807480 ,LOCLPAR1608074, 70.7747, 68.3908,LOCLPAR     
bn081105614 ,GRB081105614  , 69.8736, 67.6292,GRB         
bn171202113 ,GRB171202113  ,177.4745, 16.6959,GRB         
bn180504136 ,GRB180504136  , 66.8021, 64.4049,GRB         
bn140218001 ,TGF140218001  ,178.1008, 18.2799,TGF         
bn160102936 ,GRB160102936  ,184.1243, 47.4702,GRB         
bn110920338 ,GRB110920338  ,172.0584,  5.8815,GRB         
bn140626843 ,GRB140626843  ,181.8032, 29.9618,GRB         
bn110524510 ,LOCLPAR1105245,175.8119, 67.4966,LOCLPAR     
bn140521184 ,GRB140521184  , 78.4458, -0.9338,GRB         
bn171017823 ,GRB171017823  ,149.1219, 76.6585,GRB         
bn160206566 ,LOCLPAR1602065,146.4575,-18.5616,LOCLPAR     
bn091107635 ,GRB091107635  ,156.8922, 75.2876,GRB         
bn130311518 ,UNCERT13031151,140.4865, 77.5150,UNCERT      
bn150211239 ,GRB150211239  , 94.3731,-15.7087,GRB         
bn150317580 ,LOCLPAR1503175,167.8299, -0.0834,LOCLPAR     
bn110806016 ,LOCLPAR1108060,119.9843,-23.7255,LOCLPAR     
bn160910722 ,GRB160910722  , 66.8746, 63.4004,GRB         
bn170621896 ,TGF170621896  , 99.6403, 76.8127,TGF         
bn150202616 ,LOCLPAR1502026,159.1905, -9.6202,LOCLPAR     
bn161227498 ,GRB161227498  ,168.3302,  0.8154,GRB         
bn180715087 ,GRB180715087  , 90.9740,-13.1443,GRB         
bn150608798 ,LOCLPAR1506087, 64.8930, 28.7906,LOCLPAR     
bn130924910 ,GRB130924910  ,167.8312,  0.3051,GRB         
bn151211672 ,GRB151211672  , 64.1741, 31.8989,GRB         
bn101112924 ,GRB101112924  , 72.1111, 10.2112,GRB         
bn160228034 ,GRB160228034  ,138.8638,-21.0852,GRB         
bn180513815 ,GRB180513815  , 65.8137, 60.3217,GRB         
bn140224788 ,GRB140224788  ,132.0135,-22.6230,GRB         
bn090428441 ,GRB090428441  , 78.1025, 71.0712,GRB         
bn110828435 ,TGF110828435  , 70.3329, 14.2314,TGF         
bn141115956 ,TGF141115956  , 65.9935, 26.1388,TGF         
bn100923844 ,GRB100923844  ,177.5009, 19.2480,GRB         
bn150819440 ,GRB150819440  ,157.5146,-10.3607,GRB         
bn161121186 ,GRB161121186  ,182.1183, 37.4322,GRB         
bn170723882 ,GRB170723882  , 75.7862, 69.2997,GRB         
bn120803689 ,TGF120803689  ,182.0173, 37.8093,TGF         
bn150613479 ,TGF150613479  ,174.1004, 12.2150,TGF         
bn081122520 ,GRB081122520  , 96.6621,-15.8850,GRB         
bn170505147 ,TGF170505147  ,113.4182,-22.0006,TGF         
bn100905741 ,UNCERT10090574,179.7482, 27.6952,UNCERT      
bn120105584 ,GRB120105584  , 90.9381, 74.2524,GRB         
bn110705151 ,GRB110705151  ,180.2605, 56.9898,GRB         
bn141222691 ,GRB141222691  ,174.3786, 13.2680,GRB         
bn151022577 ,GRB151022577  ,177.9670, 22.5390,GRB         
bn140828673 ,UNCERT14082867, 83.0852, -4.3750,UNCERT      
bn140714268 ,GRB140714268  , 69.7473, 63.3145,GRB         
bn110916016 ,GRB110916016  ,115.7492,-22.0231,GRB         
bn090422150 ,GRB090422150  , 73.9390,  9.0017,GRB         
bn140428536 ,TGF140428536  , 75.3598,  6.4881,TGF         
bn120421346 ,SGR120421346  ,109.7816,-20.7993,SGR         
bn170829674 ,GRB170829674  , 89.1310, -9.7718,GRB         
bn120713226 ,GRB120713226  ,177.0649, 61.0115,GRB         
bn111208353 ,GRB111208353  , 72.5989, 12.2100,GRB         
bn170604603 ,GRB170604603  , 97.9303,-15.8227,GRB         
bn080802386 ,GRB080802386  ,179.6641, 55.5844,GRB         
bn170704575 ,TGF170704575  , 81.3907, -1.6997,TGF         
bn170512490 ,LOCLPAR1705124, 78.1851,  2.7743,LOCLPAR     
bn130219775 ,GRB130219775  , 77.8426,  3.3378,GRB         
bn100614498 ,GRB100614498  , 68.8654, 60.4273,GRB         
bn150917148 ,GRB150917148  ,142.5990,-18.1269,GRB         
bn110709642 ,GRB110709642  , 65.1951, 49.9520,GRB         
bn160912429 ,TGF160912429  , 68.6802, 22.5229,TGF         
bn160315438 ,TGF160315438  ,123.2252, 76.1780,TGF         
bn170815526 ,UNCERT17081552, 80.5616, -0.2663,UNCERT      
bn130118482 ,GRB130118482  , 69.4038, 20.6368,GRB         
bn170309108 ,TGF170309108  , 67.0385, 28.5465,TGF         
bn100525744 ,GRB100525744  , 65.1350, 40.2047,GRB         
bn131108624 ,TGF131108624  ,159.4909, -6.6848,TGF         
bn150801647 ,TGF150801647  , 65.7075, 35.5803,TGF         
bn170717952 ,GRB170717952  , 96.3153,-14.3792,GRB         
bn121011469 ,GRB121011469  , 66.0387, 33.9317,GRB         
bn111112800 ,TGF111112800  ,129.1697,-21.3472,TGF         
bn090126245 ,GRB090126245  , 69.4345, 60.2256,GRB         
bn130626975 ,TGF130626975  ,124.0981,-21.6587,TGF         
bn151218890 ,UNCERT15121889,104.2006,-18.1290,UNCERT      
bn160804775 ,GRB160804775  ,163.2309, -2.3226,GRB         
bn100627341 ,LOCLPAR1006273,150.7395,-13.3896,LOCLPAR     
bn120224282 ,GRB120224282  ,178.4900, 28.7141,GRB         
bn151014501 ,LOCLPAR1510145,161.7833, -3.8052,LOCLPAR     
bn100718796 ,GRB100718796  , 76.2499,  7.0170,GRB         
bn160427366 ,UNCERT16042736, 94.0346,-12.5245,UNCERT      
bn151009861 ,TGF151009861  , 73.9520, 11.3443,TGF         
bn160831142 ,TGF160831142  ,179.2760, 33.2000,TGF         
bn120605453 ,GRB120605453  , 65.7375, 46.3750,GRB         
bn130210769 ,UNCERT13021076,133.1891,-20.3092,UNCERT      
bn170310883 ,GRB170310883  ,177.4363, 57.1435,GRB         
bn110514816 ,TGF110514816  ,129.1796, 75.4598,TGF         
bn170412293 ,TGF170412293  ,157.0626, -8.0864,TGF         
bn180722993 ,GRB180722993  ,153.8193,-10.7579,GRB         
bn170403707 ,GRB170403707  , 66.0768, 44.5504,GRB         
bn161026373 ,GRB161026373  ,160.5814, -4.4470,GRB         
bn111010709 ,GRB111010709  ,161.6159, -3.2717,GRB         
bn180410032 ,GRB180410032  ,165.0293,  0.9650,GRB         
bn130204484 ,GRB130204484  ,175.0527, 19.6798,GRB         
bn110107886 ,GRB110107886  , 77.0311,  6.9015,GRB         
bn150502435 ,GRB150502435  , 66.6968, 47.9393,GRB         
bn120514875 ,TGF120514875  , 91.8154,-10.1165,TGF         
bn110903009 ,GRB110903009  ,172.8522, 62.2849,GRB         
bn110326802 ,TGF110326802  ,177.4411, 54.4941,TGF         
bn120911417 ,TGF120911417  ,171.4073, 63.4703,TGF         
bn150810618 ,UNCERT15081061, 85.9681, -4.6838,UNCERT      
bn160623209 ,GRB160623209  , 84.2068, -2.6358,GRB         
bn121015799 ,UNCERT12101579,103.7266,-16.7996,UNCERT      
bn091109895 ,GRB091109895  , 66.7427, 43.2952,GRB         
bn100902990 ,GRB100902990  , 80.0420,  2.7439,GRB         
bn171009138 ,GRB171009138  ,104.0738,-16.9123,GRB         
bn141206186 ,UNCERT14120618,140.2830,-17.4857,UNCERT      
bn090501671 ,UNCERT09050167, 81.6601,  0.5744,UNCERT      
bn160821857 ,GRB160821857  ,166.5057, 66.7377,GRB         
bn171025213 ,GRB171025213  , 68.6883, 54.3413,GRB         
bn150623397 ,LOCLPAR1506233,177.9147, 31.5862,LOCLPAR     
bn121130532 ,TGF121130532  , 85.3722, -3.6865,TGF         
bn160413519 ,LOCLPAR1604135,132.8848, 74.3468,LOCLPAR     
bn090616761 ,UNCERT09061676,139.9673,-17.3865,UNCERT      
bn080816503 ,GRB080816503  ,175.7682, 56.5304,GRB         
bn110512961 ,TGF110512961  , 80.4248,  2.7331,TGF         
bn100705164 ,LOCLPAR1007051, 74.5911, 12.6921,LOCLPAR     
bn130517781 ,GRB130517781  ,144.6218,-15.2736,GRB         
bn170710340 ,GRB170710340  ,145.4682,-14.8338,GRB         
bn170809381 ,TGF170809381  ,134.2325,-18.8512,TGF         
bn100609783 ,GRB100609783  ,169.6047,  9.7678,GRB         
bn160320571 ,LOCLPAR1603205, 73.6985, 14.9741,LOCLPAR     
bn130406354 ,GRB130406354  ,178.4025, 43.4423,GRB         
bn171007498 ,GRB171007498  ,178.3921, 41.4874,GRB         
bn090831134 ,UNCERT09083113,123.2723, 74.2112,UNCERT      
bn150713741 ,LOCLPAR1507137,100.0185,-14.3524,LOCLPAR     
bn110422029 ,GRB110422029  , 71.9872, 58.3874,GRB         
bn141111435 ,GRB141111435  ,150.5133,-11.4854,GRB         
bn110328520 ,GRB110328520  ,176.3941, 28.5194,GRB         
bn171106498 ,GRB171106498  , 70.6294, 24.2641,GRB         
bn161017745 ,GRB161017745  ,177.7118, 46.7528,GRB         
bn090520832 ,GRB090520832  , 93.9402,-10.2845,GRB         
bn131217506 ,GRB131217506  ,154.1032, -8.6074,GRB         
bn140501497 ,GRB140501497  ,157.0160, -6.0236,GRB         
bn100424876 ,GRB100424876  ,119.0265,-19.3679,GRB         
bn151118554 ,GRB151118554  , 76.0481, 11.5178,GRB         
bn180119210 ,LOCLPAR1801192, 90.6783, -7.4598,LOCLPAR     
bn160530667 ,GRB160530667  ,177.5251, 39.9931,GRB         
bn180126095 ,GRB180126095  , 80.8606,  3.7052,GRB         
bn130301638 ,LOCLPAR1303016, 70.2507, 27.3664,LOCLPAR     
bn101010190 ,GRB101010190  ,147.6899,-12.6127,GRB         
bn160922856 ,GRB160922856  ,104.5622,-15.7425,GRB         
bn161228553 ,GRB161228553  ,177.0983, 36.9703,GRB         
bn160816414 ,GRB160816414  ,132.3861,-18.2549,GRB         
bn160523504 ,UNCERT16052350,168.9774, 10.6046,UNCERT      
bn170903825 ,UNCERT17090382,114.3214, 73.1641,UNCERT      
bn180522678 ,GRB180522678  ,104.8353,-15.6571,GRB         
bn110504126 ,LOCLPAR1105041,150.0140, 70.7111,LOCLPAR     
bn110625474 ,TGF110625474  ,131.4269,-18.3144,TGF         
bn100724934 ,TGF100724934  ,111.0564,-17.5436,TGF         
bn120628127 ,TGF120628127  ,136.1471,-17.1704,TGF         
bn140416060 ,GRB140416060  ,139.6367,-16.0165,GRB         
bn170606968 ,GRB170606968  ,176.2290, 32.5971,GRB         
bn101027230 ,GRB101027230  ,164.1859,  3.3075,GRB         
bn111010237 ,GRB111010237  ,167.3307,  8.1979,GRB         
bn140531408 ,TGF140531408  ,118.8894,-18.7045,TGF         
bn140831374 ,GRB140831374  ,116.4457,-18.4296,GRB         
bn160811023 ,LOCLPAR1608110,176.1004, 48.0939,LOCLPAR     
bn130409960 ,GRB130409960  ,136.0975,-16.9584,GRB         
bn161125628 ,LOCLPAR1611256, 76.7541, 11.7002,LOCLPAR     
bn090817036 ,GRB090817036  ,157.0342, -4.7997,GRB         
bn130407800 ,GRB130407800  ,151.2306, -9.5819,GRB         
bn131024900 ,GRB131024900  ,175.8579, 47.8819,GRB         
bn160828876 ,TGF160828876  ,155.9182, -5.6053,TGF         
bn171008504 ,TGF171008504  ,116.3052, 72.6528,TGF         
bn080919790 ,GRB080919790  , 78.9099, 62.5485,GRB         
bn170609750 ,TGF170609750  ,176.2169, 37.4415,TGF         
bn120309402 ,LOCLPAR1203094,131.2015,-17.7437,LOCLPAR     
bn170909465 ,LOCLPAR1709094, 77.4452, 11.1392,LOCLPAR     
bn110703363 ,UNCERT11070336, 81.4382,  4.5801,UNCERT      
bn090602780 ,UNCERT09060278,158.9984, -2.2304,UNCERT      
bn140218427 ,GRB140218427  ,104.5230,-14.6727,GRB         
bn180730018 ,GRB180730018  ,170.3968, 15.4516,GRB         
bn110609185 ,GRB110609185  , 92.4018, -7.3438,GRB         
bn111109873 ,GRB111109873  ,175.9067, 37.5232,GRB         
bn161227927 ,LOCLPAR1612279,166.9984,  9.1078,LOCLPAR     
bn151128166 ,LOCLPAR1511281, 85.7260, 66.1066,LOCLPAR     
bn110714279 ,TGF110714279  ,175.3018, 33.0989,TGF         
bn130728641 ,TGF130728641  , 78.2340, 10.4150,TGF         
bn100923429 ,TGF100923429  ,150.6018, 69.3316,TGF         
